Date,Id,Open,High,Low,Close,Volume,SUPERT_7_3.0,SUPERTd_7_3.0,SUPERTl_7_3.0,SUPERTs_7_3.0,m_low,m_high,m_close,m_open,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,TwoDayHigh,TwoDayLow,FiveDayHigh,FiveDayLow,SMA100,SMA50,SMA21,SMA14,SMA7,AVVol,RSI,P,S1,S2,S3,R1,R2,R3,m_P,m_S1,m_S2,m_S3,m_R1,m_R2,m_R3,C_m_R1,C_m_R2,C_m_S1,C_m_S2,Tenkan-sen,Kijun-sen,Senkou_Span_A,Senkou_Span_B,Chikou_Span,BB_UL_Per,Support,Resistance,DCL_10_15,DCM_10_15,DCU_10_15
07-07-2022,183,3271,3319.4,3265.05,3287.85,1989920,3334.893109,-1,3637.897394,3334.893109,3023.85,3477.3,3267.1,3388,3104.293739,3244.0975,3383.901261,8.618961704,0.656478266,-19.67843423,8.521728061,-28.20016229,3319.4,3202.25,3333,3202.25,3438.57,3346.49,3276.36,3267.59,3266.53,2373206.33,49.95,3243.83,3219.16,3177.58,3111.33,3285.41,3310.08,3376.33,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,5.09,11.75,7.58,16.5,3282.575,3250.575,3266.575,3323.55,3392.7,9.01,,,3202.25,3282.575,3362.9
08-07-2022,184,3300,3305,3250,3265.45,2136920,3334.893109,-1,3637.897394,3334.893109,3023.85,3477.3,3267.1,3388,3109.509587,3239.375,3369.240413,8.017930189,0.600392396,-18.30681624,7.914676839,-26.22149308,3319.4,3250,3333,3202.25,3435.14,3343.31,3275.36,3267.31,3266.26,2340998.67,47.91,3290.77,3262.14,3236.42,3182.07,3316.49,3345.12,3399.47,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,5.55,12.24,7.09,15.96,3267.625,3250.575,3259.1,3323.55,3401.1,8.35,,,3202.25,3282.575,3362.9
11-07-2022,185,3206.15,3225,3106,3113.8,6974600,3334.893109,-1,3637.897394,3334.893109,3023.85,3477.3,3267.1,3388,3093.270601,3234.085,3374.899399,8.708144621,0.072895242,-29.12099798,-2.319603916,-26.80139406,3305,3106,3319.4,3202.25,3428.77,3334.31,3260.68,3246.84,3228.15,2503664.67,36.96,3273.48,3241.96,3218.48,3163.48,3296.96,3328.48,3383.48,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,8.16,15.02,2.34,10.82,3219.5,3238.425,3228.9625,3323.55,3381.25,9.1,,,3106,3234.45,3362.9
12-07-2022,186,3114.9,3136.2,3080.25,3084.7,3734820,3334.893109,-1,3637.897394,3334.893109,3023.85,3477.3,3267.1,3388,3072.79989,3227.7925,3382.78511,9.60362913,0.038389283,-39.58315178,-10.22540618,-29.35774561,3225,3080.25,3319.4,3106,3421.96,3324.52,3244.68,3225.22,3192.28,2466793.33,35.29,3148.27,3071.54,3029.27,2910.27,3190.54,3267.27,3386.27,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,11.23,18.28,1.5,9.91,3206.625,3230.425,3218.525,3323.55,3385.75,10.09,,,3080.25,3221.575,3362.9
13-07-2022,187,3104,3110,3035,3038.75,3863530,3307.184278,-1,3637.897394,3307.184278,3023.85,3477.3,3267.1,3388,3043.924239,3219.415,3394.905761,10.9020279,-0.014742199,-50.99443295,-17.30934987,-33.68508307,3136.2,3035,3319.4,3080.25,3414.37,3313.31,3225.96,3200.36,3153.9,2545783,32.78,3100.38,3064.56,3044.43,2988.48,3120.51,3156.33,3212.28,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,12.16,19.28,0,8.29,3184,3230.425,3207.2125,3285.9,3354.55,11.53,,,3035,3198.95,3362.9
14-07-2022,188,3056,3057,2967,2998.75,4764910,3251.729381,-1,3637.897394,3251.729381,3023.85,3477.3,3267.1,3388,3014.434924,3212.2525,3410.070076,12.31644002,-0.039644919,-62.54464545,-23.0876499,-39.45699555,3110,2967,3319.4,3035,3406.14,3300.98,3205.3,3173.48,3115.11,2616015.33,30.72,3061.25,3012.5,2986.25,2911.25,3087.5,3136.25,3211.25,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,14.11,21.35,-2.24,5.86,3143.2,3202,3172.6,3256.225,3284.6,13.12,,,2967,3164.95,3362.9
15-07-2022,189,3018.55,3028.9,2953,2994.6,4574810,3228.960898,-1,3637.897394,3228.960898,3023.85,3477.3,3267.1,3388,2994.290641,3207.5375,3420.784359,13.29660894,0.000725354,-71.21225188,-25.40420506,-45.80804681,3057,2953,3305,2967,3397.99,3288.96,3186.15,3149.63,3084.98,2704721.67,30.51,3007.58,2958.16,2917.58,2827.58,3048.16,3097.58,3187.58,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,15.17,22.47,-2.7,5.37,3136.2,3173,3154.6,3243,3255.35,14.24,2953,,2953,3157.95,3362.9
18-07-2022,190,3023,3076.95,3014.3,3063.5,3202800,3228.960898,-1,3637.897394,3228.960898,3023.85,3477.3,3267.1,3388,2986.484535,3205.0925,3423.700465,13.64128897,0.176149723,-71.69527968,-20.7097863,-50.98549339,3076.95,2953,3225,2953,3391.37,3280.12,3175,3138.14,3079.61,2775341.33,38.19,2992.17,2955.44,2916.27,2840.37,3031.34,3068.07,3143.97,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,13.37,20.56,-0.68,7.55,3136.2,3157.95,3147.075,3224,3218.2,14.64,,,2953,3143,3333
19-07-2022,191,3030.05,3078.95,3030.05,3074.25,1865070,3228.960898,-1,3637.897394,3228.960898,3023.85,3477.3,3267.1,3388,2972.343877,3198.2075,3424.071123,14.12438831,0.225592155,-70.39913019,-15.53090944,-54.86822075,3078.95,3014.3,3136.2,2953,3385.09,3272.05,3165.84,3129.62,3078.27,2760568.33,39.32,3051.58,3026.21,2988.93,2926.28,3088.86,3114.23,3176.88,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,13.3,20.48,-0.16,8.11,3136.2,3157.95,3147.075,3224,3222.2,15.2,,,2953,3143,3333
20-07-2022,192,3107.8,3171.95,3098.05,3164.8,3402250,3228.960898,-1,3637.897394,3228.960898,3023.85,3477.3,3267.1,3388,2969.288195,3195.3,3421.311805,14.14651551,0.432525648,-61.35799734,-5.191821273,-56.16617607,3171.95,3030.05,3110,2953,3380.73,3267.84,3165.74,3134.31,3099.9,2801119.67,47.93,3061.08,3043.21,3012.18,2963.28,3092.11,3109.98,3158.88,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,9.97,16.95,2.08,10.54,3129,3157.95,3143.475,3224,3132.55,15.22,,,2953,3143,3333
21-07-2022,193,3167,3184,3144.05,3177.3,2420640,3228.960898,-1,3637.897394,3228.960898,3023.85,3477.3,3267.1,3388,2968.732356,3188.725,3408.717644,13.79815721,0.474033223,-52.57810126,2.870459845,-55.44856111,3184,3098.05,3171.95,2953,3376.7,3264.29,3166.79,3140.05,3119.25,2839167.67,49,3144.93,3117.91,3071.03,2997.13,3191.81,3218.83,3292.73,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,9.56,16.51,3.6,12.18,3089,3157.95,3123.475,3224,3211.15,14.82,,,2953,3143,3333
22-07-2022,194,3185,3197,3143.5,3171,2075890,3228.960898,-1,3637.897394,3228.960898,3023.85,3477.3,3267.1,3388,2967.837118,3182.62,3397.402882,13.49723699,0.472949427,-45.60264876,7.876729874,-53.47937864,3197,3143.5,3184,2953,3372.63,3260.63,3167.18,3144.17,3132.19,2857444.67,48.46,3168.45,3152.9,3128.5,3088.55,3192.85,3208.4,3248.35,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,9.11,16.03,3.58,12.16,3075,3157.95,3116.475,3224,3131.7,14.47,,3197,2953,3136.2,3319.4
25-07-2022,195,3165,3186.45,3149.1,3166.75,1797340,3228.960898,-1,3637.897394,3228.960898,3023.85,3477.3,3267.1,3388,2969.129947,3175.2225,3381.315053,12.98129836,0.479444915,-39.95689369,10.81798796,-50.77488165,3197,3143.5,3197,3014.3,3368.55,3256.95,3167.14,3147.18,3140.83,2816325.33,48.07,3170.5,3144,3117,3063.5,3197.5,3224,3277.5,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,9.47,16.42,3.76,12.36,3075,3157.95,3116.475,3224,3130.4,13.88,,,2953,3136.2,3319.4
26-07-2022,196,3164.7,3168.9,3096.5,3115.9,2639110,3228.960898,-1,3637.897394,3228.960898,3023.85,3477.3,3267.1,3388,2968.429377,3165.11,3361.790623,12.42804347,0.374898708,-39.13464234,9.312191442,-48.44683379,3186.45,3096.5,3197,3030.05,3363.55,3251.42,3162.48,3143.01,3134.6,2817246,43.58,3167.43,3148.41,3130.08,3092.73,3185.76,3204.78,3242.13,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,10.08,17.06,2.03,10.49,3075,3157.95,3116.475,3224,3133.4,13.25,,,2953,3136.2,3319.4
27-07-2022,197,3115,3194.1,3110,3188.85,1389630,3228.960898,-1,3637.897394,3228.960898,3023.85,3477.3,3267.1,3388,2971.485389,3160.0275,3348.569611,11.93294113,0.576435179,-32.22507628,12.977406,-45.20248229,3194.1,3096.5,3197,3096.5,3360.09,3248.97,3164.88,3149.12,3148.16,2816749,50.7,3127.1,3085.3,3054.7,2982.3,3157.7,3199.5,3271.9,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,9.21,16.14,2.48,10.97,3075,3157.95,3116.475,3224,3127.05,12.69,,,2953,3136.2,3319.4
28-07-2022,198,3216,3264,3201.65,3260.5,2106270,3023.098413,1,3023.098413,3228.960898,3023.85,3477.3,3267.1,3388,2971.884475,3159.6975,3347.510525,11.88803835,0.76835865,-20.72869174,19.57903243,-40.30772418,3264,3110,3197,3096.5,3358.12,3249.42,3173.57,3163.97,3176.25,2819223.67,56.5,3164.32,3134.54,3080.22,2996.12,3218.64,3248.42,3332.52,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,6.87,13.65,5.5,14.24,3139.15,3157.95,3148.55,3224,3149.6,12.64,,,2953,3129,3305
29-07-2022,199,3290,3317.3,3275,3301.9,2430030,3092.041497,1,3092.041497,3228.960898,3023.85,3477.3,3267.1,3388,2973.332592,3159.0375,3344.742408,11.75705626,0.884649231,-8.182764352,25.69996786,-33.88273221,3317.3,3201.65,3264,3096.5,3357,3251.48,3185.24,3182.36,3207.66,2725543.67,59.46,3242.05,3220.1,3179.7,3117.35,3282.45,3304.4,3366.75,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,5.16,11.82,7.91,16.85,3173.675,3157.95,3165.8125,3215.15,3169.65,12.49,,,3014.3,3165.8,3317.3
01-08-2022,200,3327,3327,3271,3298.8,1306750,3100.049854,1,3100.049854,3228.960898,3023.85,3477.3,3267.1,3388,2969.360271,3162.225,3355.089729,12.19803958,0.854069407,1.49262337,28.30028447,-26.8076611,3327,3271,3317.3,3096.5,3355.85,3253.33,3195.56,3197.89,3230.44,2719009.67,59.14,3298.07,3278.84,3255.77,3213.47,3321.14,3340.37,3382.67,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,4.85,11.5,7.78,16.71,3211.75,3157.95,3184.85,3215.15,3217.65,12.99,,,3030.05,3178.525,3327
02-08-2022,201,3290,3312.9,3271.65,3291.8,1268750,3104.067732,1,3104.067732,3228.960898,3023.85,3477.3,3267.1,3388,2966.217829,3166,3365.782171,12.62047829,0.814842909,8.497640834,28.24424154,-19.74660071,3327,3271,3327,3096.5,3354.58,3254.84,3204.31,3210.41,3245.78,2662486,58.36,3298.93,3270.86,3242.93,3186.93,3326.86,3354.93,3410.93,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,5.29,11.97,7.8,16.73,3211.75,3143,3177.375,3215.15,3242.95,13.47,,,3096.5,3211.75,3327
03-08-2022,202,3280,3349,3277.05,3339.5,2895570,3120.86877,1,3120.86877,3228.960898,3023.85,3477.3,3267.1,3388,2959.995037,3169.9375,3379.879963,13.24584243,0.903830882,17.69419137,29.95263367,-12.25844229,3349,3271.65,3327,3110,3354.28,3258.16,3216.6,3227.62,3269.21,2647794.33,62.02,3292.12,3271.34,3250.87,3209.62,3312.59,3333.37,3374.62,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,4.16,10.77,7.98,16.93,3222.75,3151,3186.875,3215.15,3229.35,14.19,,,3096.5,3222.75,3349
04-08-2022,203,3350,3387.9,3307.35,3354.95,2150460,3148.398232,1,3148.398232,3228.960898,3023.85,3477.3,3267.1,3388,2953.984344,3173.2925,3392.600656,13.82212046,0.914160384,25.93030144,30.55099499,-4.620693547,3387.9,3277.05,3349,3201.65,3354.3,3261.96,3229.18,3244.6,3290.65,2596390.33,63.15,3321.85,3294.7,3249.9,3177.95,3366.65,3393.8,3465.75,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,2.96,9.49,8.98,18.01,3242.2,3170.45,3206.325,3215.15,3120.4,14.85,,,3096.5,3242.2,3387.9
05-08-2022,204,3361.2,3377,3355,3365.05,1106530,3185.784199,1,3185.784199,3228.960898,3023.85,3477.3,3267.1,3388,2946.64251,3178.2725,3409.90249,14.57584209,0.903180736,32.89329022,30.01118701,2.882103207,3387.9,3307.35,3387.9,3271,3354.51,3266,3241.53,3260.66,3309.25,2562204,63.91,3350.07,3312.24,3269.52,3188.97,3392.79,3430.62,3511.17,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,3.3,9.85,10.55,19.71,3242.2,3170.45,3206.325,3215.15,3104.35,15.72,,,3096.5,3242.2,3387.9
08-08-2022,205,3365,3378.9,3336,3374.45,1068770,3185.784199,1,3185.784199,3228.960898,3023.85,3477.3,3267.1,3388,2946.685193,3191.305,3435.924807,15.33039348,0.87434622,38.72362855,28.67322027,10.05040828,3378.9,3336,3387.9,3271,3354.9,3270.25,3253.61,3275.83,3325.55,2529906.67,64.63,3365.68,3354.36,3343.68,3321.68,3376.36,3387.68,3409.68,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,3.24,9.79,9.92,19.03,3248.95,3170.45,3209.7,3215.15,3008.7,16.6,,,3096.5,3242.2,3387.9
10-08-2022,206,3385,3385,3335,3354.25,1878350,3190.408799,1,3190.408799,3228.960898,3023.85,3477.3,3267.1,3388,2955.484351,3204.7825,3454.080649,15.55788259,0.799776594,41.23886652,24.95076659,16.28809992,3385,3335,3387.9,3271.65,3354.89,3273.55,3262.76,3286.29,3332.72,2545850,61.75,3363.12,3347.34,3320.22,3277.32,3390.24,3406.02,3448.92,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,3.05,9.59,9.89,19,3294.775,3170.45,3232.6125,3215.15,3028.8,16.87,3335,,3110,3248.95,3387.9
11-08-2022,207,3400,3428.7,3375.05,3422.5,1449110,3224.603971,1,3224.603971,3228.960898,3023.85,3477.3,3267.1,3388,2969.718647,3223.97,3478.221353,15.77256319,0.890420735,48.18398041,25.51670439,22.66727602,3428.7,3335,3387.9,3277.05,3356.23,3279.39,3277.28,3304.45,3355.17,2523020.67,67.09,3358.08,3331.16,3308.08,3258.08,3381.16,3408.08,3458.08,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,1.74,8.19,11.21,20.42,3349.85,3190.85,3270.35,3215.15,3040.3,17.12,,3428.7,3201.65,3315.175,3428.7
12-08-2022,208,3419,3419,3381.25,3401.55,1472230,3230.499832,1,3230.499832,3228.960898,3023.85,3477.3,3267.1,3388,3000.833627,3244.11,3487.386373,14.99803477,0.823582595,51.40497869,22.99016214,28.41481655,3428.7,3375.05,3428.7,3307.35,3357.13,3284.18,3288.58,3317.4,3366.76,2481441.67,64.13,3408.75,3388.8,3355.1,3301.45,3442.45,3462.4,3516.05,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,2.03,8.5,11.41,20.65,3349.85,3190.85,3270.35,3215.15,3001.2,16.21,,,3271,3349.85,3428.7
16-08-2022,209,3411,3414.85,3387.5,3392.7,839811,3244.06057,1,3244.06057,3228.960898,3023.85,3477.3,3267.1,3388,3041.386819,3264.015,3486.643181,13.64136999,0.789013276,52.63675822,19.37755333,33.25920489,3419,3381.25,3428.7,3335,3357.83,3288.43,3298.05,3327.44,3373.25,2459339.37,62.87,3400.6,3382.2,3362.85,3325.1,3419.95,3438.35,3476.1,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,2.15,8.63,11.62,20.87,3350.175,3190.85,3270.5125,3215.15,3007.4,14.64,,,3271,3349.85,3428.7
17-08-2022,210,3385.1,3417.95,3371.1,3401.1,1622240,3244.06057,1,3244.06057,3228.960898,3023.85,3477.3,3267.1,3388,3070.797937,3280.895,3490.992063,12.80730185,0.786070158,53.67206402,16.33028731,37.34177671,3417.95,3371.1,3428.7,3335,3358.69,3292.85,3307.41,3337.26,3380.21,2425996.03,63.6,3398.35,3381.85,3371,3343.65,3409.2,3425.7,3453.05,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,2.06,8.53,11.08,20.28,3352.875,3190.85,3271.8625,3215.15,2982.05,13.68,,,3271.65,3350.175,3428.7
18-08-2022,211,3390,3392,3362,3381.25,1430470,3244.06057,1,3244.06057,3228.960898,3023.85,3477.3,3267.1,3388,3104.745444,3296.245,3487.744556,11.61925499,0.721945684,52.28807781,11.95704087,40.33103693,3417.95,3362,3428.7,3335,3359.13,3296.32,3314.13,3343.12,3380.47,2401324.03,60.57,3396.72,3375.49,3349.87,3303.02,3422.34,3443.57,3490.42,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,2.84,9.36,10.78,19.96,3368.025,3190.85,3279.4375,3203,2994.4,12.34,,,3277.05,3352.875,3428.7
19-08-2022,212,3387,3421.5,3371.25,3385.75,1398220,3246.783552,1,3246.783552,3228.960898,3023.85,3477.3,3267.1,3388,3122.007416,3307.2925,3492.577584,11.20463846,0.711721037,50.96685695,8.508656017,42.45820094,3421.5,3362,3428.7,3362,3359.66,3299.83,3320.64,3348.81,3381.79,2375193.37,61.02,3378.42,3364.84,3348.42,3318.42,3394.84,3408.42,3438.42,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,1.95,8.42,11.08,20.29,3381.85,3190.85,3286.35,3195,3017.45,11.87,,,3307.35,3368.025,3428.7
22-08-2022,213,3365,3384.1,3347.4,3354.55,1536470,3246.783552,1,3246.783552,3228.960898,3023.85,3477.3,3267.1,3388,3139.850063,3316.155,3492.459937,10.63309388,0.608888045,46.86200464,3.523042962,43.33896168,3421.5,3347.4,3421.5,3362,3359.56,3301.97,3323.72,3349.57,3374.98,2360078.37,56.19,3392.83,3364.16,3342.58,3292.33,3414.41,3443.08,3493.33,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,3.08,9.62,10.3,19.44,3381.85,3190.85,3286.35,3195,3035.65,11.23,,,3335,3381.85,3428.7
23-08-2022,214,3319.95,3341.9,3270,3284.6,1849240,3246.783552,1,3246.783552,3228.960898,3023.85,3477.3,3267.1,3388,3157.70234,3321.835,3485.96766,9.882047728,0.386570412,37.53185534,-4.645685072,42.17754041,3384.1,3270,3421.5,3347.4,3358.08,3301.29,3320.16,3340.91,3352.39,2350489.03,47.17,3362.02,3339.94,3325.32,3288.62,3376.64,3398.72,3435.42,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,4.38,11,7.75,16.68,3349.35,3190.85,3270.1,3195,2997.3,10.4,,,3270,3349.35,3428.7
24-08-2022,215,3292,3308,3250.2,3255.35,1691680,3246.783552,1,3246.783552,3228.960898,3023.85,3477.3,3267.1,3388,3174.822568,3326.265,3477.707432,9.105854863,0.265868128,27.46086252,-11.77334231,39.23420483,3341.9,3250.2,3421.5,3270,3356.04,3299.49,3314.27,3329.5,3328.13,2174391.7,43.99,3298.83,3255.76,3226.93,3155.03,3327.66,3370.73,3442.63,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,5.45,12.14,7.1,15.97,3339.45,3221.5,3280.475,3190.85,3004.55,9.54,,,3250.2,3339.45,3428.7
25-08-2022,216,3276,3278.15,3214.75,3218.2,1945820,3412.572165,-1,3246.783552,3412.572165,3023.85,3477.3,3267.1,3388,3203.649505,3331.38,3459.110495,7.668323349,0.056957797,16.29400646,-18.35215869,34.64616516,3308,3214.75,3421.5,3250.2,3353.31,3296.3,3305.54,3314.66,3300.64,2114758.37,40.28,3271.18,3234.36,3213.38,3155.58,3292.16,3328.98,3386.78,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,6.41,13.16,5.93,14.7,3318.125,3229.375,3273.75,3190.85,2984.95,7.97,,,3214.75,3321.725,3428.7
26-08-2022,217,3234.3,3257,3216.8,3222.2,1457600,3396.518998,-1,3246.783552,3396.518998,3023.85,3477.3,3267.1,3388,3212.113421,3333.0475,3453.981579,7.256667002,0.041702798,7.678446802,-21.57417468,29.25262149,3278.15,3214.75,3421.5,3214.75,3350.72,3293.4,3297.96,3302.33,3281.03,2034560.7,40.86,3237.03,3195.91,3173.63,3110.23,3259.31,3300.43,3363.83,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,7.1,13.89,6,14.78,3318.125,3262.6,3290.3625,3190.85,3091.15,7.53,,,3214.75,3321.725,3428.7
29-08-2022,218,3125,3142.7,3081,3132.55,2539120,3309.18057,-1,3246.783552,3309.18057,3023.85,3477.3,3267.1,3388,3180.196728,3326.65,3473.103272,8.804850069,-0.162668702,-6.310706173,-28.45066213,22.13995595,3257,3081,3384.1,3214.75,3346.4,3287.09,3282.92,3279.7,3243.91,1960367.7,33.11,3232,3207,3191.8,3151.6,3247.2,3272.2,3312.4,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,11,18.04,1.52,9.93,3251.25,3254.85,3253.05,3190.85,3101.95,9.21,,,3081,3254.85,3428.7
30-08-2022,219,3155,3226.5,3142.1,3211.15,3431390,3309.18057,-1,3246.783552,3309.18057,3023.85,3477.3,3267.1,3388,3167.478277,3322.1125,3476.746723,9.309391109,0.14120976,-10.92886641,-26.45505789,15.52619148,3226.5,3081,3341.9,3081,3343.72,3284.11,3276.4,3270.56,3235.72,1922253.7,43.27,3118.75,3094.8,3057.05,2995.35,3156.5,3180.45,3242.15,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,8.11,14.97,3.53,12.11,3251.25,3254.85,3253.05,3190.85,3064.9,9.76,,,3081,3254.85,3428.7
01-09-2022,220,3190,3190,3121,3131.7,3546340,3309.18057,-1,3246.783552,3309.18057,3023.85,3477.3,3267.1,3388,3138.328858,3313.7575,3489.186142,10.58789857,-0.018893319,-20.76042937,-29.02929668,8.268867311,3226.5,3121,3308,3081,3339.52,3278.13,3263.25,3252.04,3209.72,1933705.03,37.13,3193.25,3160,3108.85,3024.45,3244.4,3277.65,3362.05,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,9.35,16.29,2.84,11.36,3251.25,3254.85,3253.05,3190.85,3118.55,11.18,,,3081,3254.85,3428.7
02-09-2022,221,3163,3163,3120.3,3130.4,2052420,3309.18057,-1,3246.783552,3309.18057,3023.85,3477.3,3267.1,3388,3112.964183,3305.6875,3498.410817,11.66010501,0.045235359,-28.33033848,-29.27936463,0.949026153,3190,3120.3,3278.15,3081,3335.38,3272.34,3251.17,3235.82,3189.89,1939950.03,37.04,3147.57,3105.14,3078.57,3009.57,3174.14,3216.57,3285.57,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,10.28,17.28,2.82,11.33,3232.55,3254.85,3243.7,3190.85,3069.55,12.38,,,3081,3254.85,3428.7
05-09-2022,222,3123.65,3147.95,3112.25,3133.4,2147880,3309.18057,-1,3246.783552,3309.18057,3023.85,3477.3,3267.1,3388,3089.408122,3295.3825,3501.356878,12.50078725,0.106789685,-33.69900985,-27.7184288,-5.980581048,3163,3112.25,3257,3081,3331.38,3266.89,3240.46,3222.17,3175.77,1898137.7,37.42,3137.9,3112.8,3095.2,3052.5,3155.5,3180.6,3223.3,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,10.81,17.84,2.55,11.05,3211.45,3254.85,3233.15,3190.85,3100.75,13.33,,,3081,3251.25,3421.5
06-09-2022,223,3135.5,3140.85,3106.35,3127.05,1936090,3302.306742,-1,3246.783552,3302.306742,3023.85,3477.3,3267.1,3388,3067.50755,3283.9875,3500.46745,13.1839692,0.137524168,-38.02775226,-25.63773697,-12.39001529,3147.95,3106.35,3226.5,3081,3327.33,3261.41,3230.15,3209.48,3163.59,1881986.03,36.91,3131.2,3114.45,3095.5,3059.8,3150.15,3166.9,3202.6,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,11.06,18.11,2.36,10.84,3194.5,3254.85,3224.675,3190.85,3103.3,14.11,,,3081,3251.25,3421.5
07-09-2022,224,3102,3161.9,3102,3149.6,1291490,3302.306742,-1,3246.783552,3302.306742,3023.85,3477.3,3267.1,3388,3052.540679,3273.215,3493.889321,13.48364353,0.219915305,-39.18699202,-21.43758138,-17.74941064,3161.9,3102,3226.5,3106.35,3323.81,3257.02,3222.83,3201.5,3160.09,1855839.37,40.08,3124.75,3108.65,3090.25,3055.75,3143.15,3159.25,3193.75,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,10.32,17.32,2.21,10.68,3179.575,3254.85,3217.2125,3190.85,3099.15,14.46,3102,,3081,3251.25,3421.5
08-09-2022,225,3170,3183.5,3160.1,3169.65,1345610,3302.306742,-1,3246.783552,3302.306742,3023.85,3477.3,3267.1,3388,3043.036003,3262.975,3482.913997,13.48088767,0.287838898,-38.04922269,-16.23984964,-21.80937305,3183.5,3102,3190,3102,3320.76,3253.6,3217.99,3197.25,3162.48,1840781.7,42.83,3137.83,3113.76,3077.93,3018.03,3173.66,3197.73,3257.63,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,9.57,16.52,4.13,12.75,3169,3254.85,3211.925,3190.85,3111.75,14.46,,,3081,3251.25,3421.5
09-09-2022,226,3195,3233.5,3168.5,3217.65,1561180,3302.306742,-1,3246.783552,3302.306742,3023.85,3477.3,3267.1,3388,3039.50887,3256.145,3472.78113,13.30629503,0.411152863,-32.89513877,-8.868612577,-24.02652619,3233.5,3160.1,3183.5,3102,3318.72,3252.19,3217.96,3199.97,3176.27,1804850.7,48.88,3171.08,3158.66,3147.68,3124.28,3182.06,3194.48,3217.88,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,7.88,14.72,4.4,13.05,3157.25,3254.85,3206.05,3190.85,3144.7,14.25,,,3081,3251.25,3421.5
12-09-2022,227,3239.9,3269.8,3225,3242.95,1785850,3302.306742,-1,3246.783552,3302.306742,3023.85,3477.3,3267.1,3388,3044.414312,3247.1675,3449.920688,12.48800304,0.489599424,-26.46393184,-1.949924515,-24.51400732,3269.8,3168.5,3233.5,3102,3317.22,3251.82,3220.23,3205.7,3192.94,1818058.03,51.78,3206.55,3179.6,3141.55,3076.55,3244.6,3271.55,3336.55,3256.08,3034.86,2802.63,2349.18,3488.31,3709.53,4162.98,6.68,13.45,6.27,15.07,3185.9,3254.85,3220.375,3190.85,3121.85,13.32,,3269.8,3081,3232.55,3384.1
