MapDate,AreaOfInterest,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20001017,TOTAL,"1,797,293.52","568,355.88","565,160.04","456,201.59","181,714.06","31,479.86",2000-10-17,2000-10-23,2
20001010,TOTAL,"1,806,727.91","557,245.76","504,451.64","555,184.13","162,716.92","13,878.59",2000-10-10,2000-10-16,2
20001003,TOTAL,"1,777,215.68","587,735.47","447,063.66","577,943.79","187,969.54","22,276.82",2000-10-03,2000-10-09,2
20000926,TOTAL,"1,856,963.37","588,106.81","433,033.11","514,637.17","185,187.66","22,276.82",2000-09-26,2000-10-02,2
20000919,TOTAL,"1,839,458.02","559,279.09","413,173.55","536,416.17","202,656.56","49,221.57",2000-09-19,2000-09-25,2
20000912,TOTAL,"1,903,145.83","534,806.58","431,980.07","462,469.83","216,229.84","51,572.82",2000-09-12,2000-09-18,2
20000905,TOTAL,"1,874,099.19","679,661.81","462,544.24","340,694.32","164,696.78","78,508.62",2000-09-05,2000-09-11,2
20000829,TOTAL,"1,902,700.52","724,831.77","496,074.62","269,838.67","132,590.98","74,168.40",2000-08-29,2000-09-04,2
20000822,TOTAL,"2,087,890.76","631,934.85","459,522.63","258,071.34","90,790.30","71,995.08",2000-08-22,2000-08-28,2
20000815,TOTAL,"2,041,225.66","726,725.35","437,772.08","261,757.24","73,001.44","59,723.19",2000-08-15,2000-08-21,2
20000808,TOTAL,"2,056,090.07","802,020.19","415,287.15","191,668.42","70,891.89","64,247.24",2000-08-08,2000-08-14,2
20000801,TOTAL,"2,099,956.20","769,724.64","415,591.81","166,390.94","76,080.90","72,460.46",2000-08-01,2000-08-07,2
20000725,TOTAL,"2,045,093.36","862,175.04","409,144.36","126,741.63","79,173.95","77,877.83",2000-07-25,2000-07-31,2
20000718,TOTAL,"2,003,286.33","917,575.48","411,907.40","102,930.62","100,818.26","63,687.33",2000-07-18,2000-07-24,2
20000711,TOTAL,"2,027,669.75","956,640.65","368,310.31","106,578.04","91,482.44","49,523.78",2000-07-11,2000-07-17,2
20000704,TOTAL,"2,080,806.12","980,235.76","290,335.97","118,763.76","92,126.90","37,936.44",2000-07-04,2000-07-10,2
20000627,TOTAL,"2,200,254.68","681,572.81","339,429.68","242,888.13","86,077.23","49,982.43",2000-06-27,2000-07-03,2
20000620,TOTAL,"2,312,885.53","598,575.03","261,522.08","224,918.06","152,889.20","49,415.06",2000-06-20,2000-06-26,2
20000613,TOTAL,"2,268,302.57","621,875.30","281,393.86","208,020.47","174,371.94","46,240.82",2000-06-13,2000-06-19,2
20000606,TOTAL,"2,469,788.68","483,433.26","261,472.25","222,762.21","153,673.85","9,074.70",2000-06-06,2000-06-12,2
20000530,TOTAL,"2,453,574.64","415,045.43","318,273.07","260,331.22","145,017.90","7,969.07",2000-05-30,2000-06-05,2
20000523,TOTAL,"2,326,670.00","553,834.08","293,543.28","318,304.53","107,853.28",0.00,2000-05-23,2000-05-29,2
20000516,TOTAL,"2,167,739.90","575,247.80","388,315.36","378,942.91","89,965.09",0.00,2000-05-16,2000-05-22,2
20000509,TOTAL,"2,263,375.64","589,416.10","361,238.63","336,205.02","49,969.56",0.00,2000-05-09,2000-05-15,2
20000502,TOTAL,"2,253,955.07","569,052.16","379,465.03","347,763.06","49,969.64",0.00,2000-05-02,2000-05-08,2
20000425,TOTAL,"2,275,427.34","589,674.24","342,182.21","348,449.47","44,471.69",0.00,2000-04-25,2000-05-01,2
20000418,TOTAL,"2,183,035.16","612,422.40","365,641.09","439,106.30",0.00,0.00,2000-04-18,2000-04-24,2
20000411,TOTAL,"2,237,995.34","563,415.05","387,283.71","411,510.86",0.00,0.00,2000-04-11,2000-04-17,2
20000404,TOTAL,"2,136,504.05","689,639.30","339,232.20","434,829.41",0.00,0.00,2000-04-04,2000-04-10,2
20000328,TOTAL,"2,230,970.56","567,291.26","426,710.73","375,232.41",0.00,0.00,2000-03-28,2000-04-03,2
20000321,TOTAL,"2,150,532.57","549,125.42","430,309.01","470,237.95",0.00,0.00,2000-03-21,2000-03-27,2
20000314,TOTAL,"2,140,043.52","538,314.13","438,400.80","483,446.50",0.00,0.00,2000-03-14,2000-03-20,2
20000307,TOTAL,"1,970,304.22","658,867.74","517,600.19","453,432.80",0.00,0.00,2000-03-07,2000-03-13,2
20000229,TOTAL,"1,956,790.40","661,214.67","559,093.36","423,106.53",0.00,0.00,2000-02-29,2000-03-06,2
20000222,TOTAL,"1,893,416.88","780,118.88","597,441.46","329,227.73",0.00,0.00,2000-02-22,2000-02-28,2
20000215,TOTAL,"1,698,148.53","938,443.94","634,906.52","328,705.97",0.00,0.00,2000-02-15,2000-02-21,2
20000208,TOTAL,"1,674,114.99","1,038,704.36","555,638.13","331,747.48",0.00,0.00,2000-02-08,2000-02-14,2
20000201,TOTAL,"1,641,729.15","1,083,844.91","567,382.20","307,248.70",0.00,0.00,2000-02-01,2000-02-07,2
20000125,TOTAL,"1,513,394.02","1,316,719.56","465,871.95","304,219.42",0.00,0.00,2000-01-25,2000-01-31,2
20000118,TOTAL,"1,557,389.88","1,259,927.80","470,609.34","312,277.94",0.00,0.00,2000-01-18,2000-01-24,2
20000111,TOTAL,"1,737,798.30","1,108,904.57","455,810.49","297,691.59",0.00,0.00,2000-01-11,2000-01-17,2
20000104,TOTAL,"2,062,513.73","831,638.78","421,811.26","284,241.19",0.00,0.00,2000-01-04,2000-01-10,2
